Timestamp,Value,
1622946854000,-2.971579,
1622946854001,2.252649,
1622946854002,1.581647,
1622946854003,-2.276613,
1622946854004,-3.331044,
1622946854005,-1.461825,
1622946854006,-7.452913,
1622946854007,0.455323,
1622946854008,3.067437,
1622946854009,-0.095857,
1622946854010,-2.348506,
1622946854011,2.252649,
1622946854012,14.857897,
1622946854013,-3.139330,
1622946854014,-5.703515,
1622946854015,0.551180,
1622946854016,0.862717,
1622946854017,-0.623073,
1622946854018,-1.605611,
1622946854019,-0.790824,
1622946854020,-1.917148,
1622946854021,-0.551180,
1622946854022,-18.907871,
1622946854023,0.335501,
1622946854024,1.845255,
1622946854025,0.551180,
1622946854026,-0.167750,
1622946854027,0.982538,
1622946854028,-1.485790,
1622946854029,0.862717,
1622946854030,3.522759,
1622946854031,-6.566232,
1622946854032,6.686053,
1622946854033,-4.649084,
1622946854034,-0.071893,
1622946854035,2.612114,
1622946854036,5.415943,
1622946854037,1.653540,
1622946854038,2.013005,
1622946854039,1.461825,
1622946854040,-5.391979,
1622946854041,-0.718930,
1622946854042,-3.522759,
1622946854043,-3.474831,
1622946854044,0.838752,
1622946854045,-6.134873,
1622946854046,0.479287,
1622946854047,-1.318039,
1622946854048,-1.557683,
1622946854049,0.766859,
1622946854050,1.485790,
1622946854051,-1.198218,
1622946854052,3.858260,
1622946854053,-0.790824,
1622946854054,5.344050,
1622946854055,9.465918,
1622946854056,1.725433,
1622946854057,-0.838752,
1622946854058,-2.923651,
1622946854059,4.169797,
1622946854060,-5.008549,
1622946854061,1.318039,
1622946854062,-2.540221,
1622946854063,-1.270110,
1622946854064,3.642581,
1622946854065,1.581647,
1622946854066,3.163294,
1622946854067,-0.119822,
1622946854068,-2.875722,
1622946854069,-1.246146,
1622946854070,0.718930,
1622946854071,1.342004,
1622946854072,0.023964,
1622946854073,-1.078396,
1622946854074,0.119822,
1622946854075,0.838752,
1622946854076,7.572734,
1622946854077,15.289255,
1622946854078,-6.997590,
1622946854079,2.660043,
1622946854080,0.000000,
1622946854081,-6.134873,
1622946854082,-1.677504,
1622946854083,0.814788,
1622946854084,-2.564185,
1622946854085,0.455323,
1622946854086,-3.187258,
1622946854087,0.647037,
1622946854088,0.383430,
1622946854089,30.003365,
1622946854090,-1.461825,
1622946854091,-7.764449,
1622946854092,-5.823337,
1622946854093,-11.023601,
1622946854094,3.163294,
1622946854095,1.653540,
1622946854096,2.612114,
1622946854097,-2.228684,
1622946854098,-0.647037,
1622946854099,-0.671002,
1622946854100,0.407394,
1622946854101,3.546724,
