Timestamp,Value,
1623344323000,3.690510,
1623344323001,-2.300578,
1623344323002,4.265654,
1623344323003,1.318039,
1623344323004,3.882225,
1623344323005,10.160884,
1623344323006,1.461825,
1623344323007,7.333091,
1623344323008,3.259151,
1623344323009,-0.790824,
1623344323010,-0.071893,
1623344323011,1.365968,
1623344323012,2.468328,
1623344323013,2.036970,
1623344323014,-0.934610,
1623344323015,-2.612114,
1623344323016,1.246146,
1623344323017,2.348506,
1623344323018,-1.126324,
1623344323019,1.461825,
1623344323020,1.605611,
1623344323021,1.965077,
1623344323022,-0.575144,
1623344323023,-13.252285,
1623344323024,-2.779865,
1623344323025,1.653540,
1623344323026,-0.407394,
1623344323027,2.108863,
1623344323028,-1.773362,
1623344323029,-0.479287,
1623344323030,2.707972,
1623344323031,-12.820927,
1623344323032,3.954118,
1623344323033,-8.579237,
1623344323034,1.174253,
1623344323035,0.934610,
1623344323036,-3.307080,
1623344323037,-0.886681,
1623344323038,-0.335501,
1623344323039,0.694966,
1623344323040,3.331044,
1623344323041,2.252649,
1623344323042,1.054431,
1623344323043,1.461825,
1623344323044,0.575144,
1623344323045,2.779865,
1623344323046,-5.200264,
1623344323047,-0.575144,
1623344323048,4.193761,
1623344323049,1.006503,
1623344323050,0.047929,
1623344323051,1.821290,
1623344323052,-7.428948,
1623344323053,5.487836,
1623344323054,0.742895,
1623344323055,2.084898,
1623344323056,-0.599109,
1623344323057,-0.575144,
1623344323058,-0.119822,
1623344323059,-2.971579,
1623344323060,-1.629576,
1623344323061,-0.239643,
1623344323062,2.492292,
1623344323063,-1.030467,
1623344323064,0.766859,
1623344323065,-10.879814,
1623344323066,-8.723023,
1623344323067,8.627166,
1623344323068,-1.198218,
1623344323069,-3.043472,
1623344323070,-3.762403,
1623344323071,-1.246146,
1623344323072,-0.551180,
1623344323073,6.877768,
1623344323074,-7.165340,
1623344323075,5.799373,
1623344323076,2.660043,
1623344323077,-0.383430,
1623344323078,-9.274203,
1623344323079,-3.043472,
1623344323080,-1.941112,
1623344323081,-6.566232,
1623344323082,8.219771,
1623344323083,-1.509754,
1623344323084,-1.246146,
1623344323085,-1.557683,
1623344323086,3.019508,
1623344323087,-0.095857,
1623344323088,2.971579,
1623344323089,-2.276613,
1623344323090,-10.256742,
1623344323091,-0.215679,
1623344323092,-1.677504,
1623344323093,0.982538,
1623344323094,0.982538,
1623344323095,-0.215679,
1623344323096,-17.709654,
1623344323097,18.812014,
1623344323098,-20.896912,
1623344323099,7.788414,
1623344323100,0.862717,
1623344323101,1.413897,
1623344323102,-2.636078,
1623344323103,2.707972,
1623344323104,-0.934610,
1623344323105,1.917148,
1623344323106,2.660043,
1623344323107,1.270110,
1623344323108,3.834296,
1623344323109,5.919194,
1623344323110,-0.191715,
1623344323111,-1.318039,
1623344323112,-3.402938,
1623344323113,-7.692556,
