Timestamp,Value,
1623314902000,0.239643,
1623314902001,-2.684007,
1623314902002,4.193761,
1623314902003,7.189305,
1623314902004,0.455323,
1623314902005,-1.102360,
1623314902006,1.821290,
1623314902007,-0.886681,
1623314902008,-0.623073,
1623314902009,-0.694966,
1623314902010,-0.742895,
1623314902011,-1.629576,
1623314902012,9.921241,
1623314902013,-9.106453,
1623314902014,1.294075,
1623314902015,1.533718,
1623314902016,-2.492292,
1623314902017,1.797326,
1623314902018,0.694966,
1623314902019,-1.126324,
1623314902020,-1.485790,
1623314902021,-0.671002,
1623314902022,-0.263608,
1623314902023,-4.026011,
1623314902024,-4.936656,
1623314902025,0.143786,
1623314902026,4.601155,
1623314902027,2.731936,
1623314902028,-5.344050,
1623314902029,0.311537,
1623314902030,-3.043472,
1623314902031,-3.954118,
1623314902032,7.812378,
1623314902033,-4.936656,
1623314902034,3.786367,
1623314902035,-1.150289,
1623314902036,4.361512,
1623314902037,-3.067437,
1623314902038,3.450866,
1623314902039,-0.287572,
1623314902040,-1.557683,
1623314902041,-1.533718,
1623314902042,-0.838752,
1623314902043,-0.119822,
1623314902044,-0.191715,
1623314902045,0.599109,
1623314902046,1.701469,
1623314902047,0.263608,
1623314902048,-1.078396,
1623314902049,11.478923,
1623314902050,-5.655586,
1623314902051,4.313583,
1623314902052,-3.546724,
1623314902053,3.163294,
1623314902054,21.184484,
1623314902055,-4.673048,
1623314902056,0.694966,
1623314902057,6.278659,
1623314902058,-1.629576,
1623314902059,4.960620,
1623314902060,-2.396435,
1623314902061,1.054431,
1623314902062,-0.958574,
1623314902063,1.365968,
1623314902064,-0.694966,
1623314902065,2.588150,
1623314902066,3.498795,
1623314902067,-6.853804,
1623314902068,-1.126324,
1623314902069,-0.790824,
1623314902070,3.642581,
1623314902071,0.886681,
1623314902072,1.797326,
1623314902073,-1.150289,
1623314902074,-0.239643,
1623314902075,0.119822,
1623314902076,0.527216,
1623314902077,17.997227,
1623314902078,-3.954118,
1623314902079,-2.468328,
1623314902080,3.594652,
1623314902081,-7.812378,
1623314902082,2.444364,
1623314902083,2.276613,
1623314902084,-4.673048,
1623314902085,-2.827793,
1623314902086,3.259151,
1623314902087,-2.300578,
1623314902088,1.365968,
1623314902089,-14.043109,
1623314902090,16.151972,
1623314902091,-10.017098,
1623314902092,-1.989041,
1623314902093,-4.984585,
1623314902094,1.941112,
1623314902095,1.869219,
1623314902096,-5.943159,
1623314902097,2.660043,
1623314902098,0.838752,
1623314902099,-1.150289,
1623314902100,0.167750,
1623314902101,2.564185,
1623314902102,-2.684007,
1623314902103,-2.084898,
1623314902104,1.318039,
1623314902105,-1.222182,
1623314902106,-2.108863,
1623314902107,1.605611,
1623314902108,15.169433,
1623314902109,5.871265,
1623314902110,11.119458,
1623314902111,-5.391979,
1623314902112,-2.228684,
1623314902113,1.054431,
1623314902114,-1.270110,
1623314902115,2.324542,
1623314902116,-0.838752,
1623314902117,-1.629576,
1623314902118,0.958574,
1623314902119,-1.150289,
1623314902120,-0.119822,
1623314902121,1.437861,
1623314902122,-1.270110,
1623314902123,36.377884,
1623314902124,22.190987,
1623314902125,0.191715,
1623314902126,2.588150,
1623314902127,-0.215679,
1623314902128,-2.779865,
1623314902129,4.960620,
1623314902130,-0.862717,
1623314902131,0.862717,
