Timestamp,Value,
1623271094000,-0.239643,
1623271094001,2.516257,
1623271094002,2.468328,
1623271094003,-0.431358,
1623271094004,-0.455323,
1623271094005,0.119822,
1623271094006,-0.311537,
1623271094007,-0.551180,
1623271094008,-11.287209,
1623271094009,4.385476,
1623271094010,6.086945,
1623271094011,-1.989041,
1623271094012,1.126324,
1623271094013,2.324542,
1623271094014,0.575144,
1623271094015,-8.723023,
1623271094016,2.516257,
1623271094017,5.631622,
1623271094018,-1.198218,
1623271094019,1.725433,
1623271094020,3.618617,
1623271094021,-4.289618,
1623271094022,3.906189,
1623271094023,-1.461825,
1623271094024,-10.831886,
1623271094025,-1.869219,
1623271094026,-3.690510,
1623271094027,-3.235187,
1623271094028,5.655586,
1623271094029,-1.318039,
1623271094030,0.359465,
1623271094031,-3.139330,
1623271094032,-1.749398,
1623271094033,1.030467,
1623271094034,1.461825,
1623271094035,0.215679,
1623271094036,1.653540,
1623271094037,1.485790,
1623271094038,-1.246146,
1623271094039,0.263608,
1623271094040,-8.171844,
1623271094041,16.727116,
1623271094042,-9.609704,
1623271094043,5.272157,
1623271094044,0.623073,
1623271094045,-2.875722,
1623271094046,-0.359465,
1623271094047,1.222182,
1623271094048,4.145833,
1623271094049,-3.762403,
1623271094050,-1.365968,
1623271094051,1.413897,
1623271094052,5.487836,
1623271094053,-2.516257,
1623271094054,6.470374,
1623271094055,-3.235187,
1623271094056,-3.307080,
1623271094057,-0.239643,
1623271094058,3.091401,
1623271094059,0.599109,
1623271094060,2.013005,
1623271094061,2.276613,
1623271094062,-1.270110,
1623271094063,2.755900,
1623271094064,-2.036970,
1623271094065,-6.590196,
1623271094066,1.845255,
1623271094067,1.557683,
1623271094068,0.431358,
1623271094069,0.455323,
1623271094070,1.365968,
1623271094071,-19.962303,
1623271094072,-7.333091,
1623271094073,-7.381020,
1623271094074,-3.786367,
1623271094075,-2.228684,
1623271094076,-4.169797,
1623271094077,-2.660043,
1623271094078,0.455323,
1623271094079,-2.396435,
1623271094080,1.198218,
1623271094081,0.718930,
1623271094082,-0.215679,
1623271094083,1.270110,
1623271094084,-21.735664,
1623271094085,7.237234,
1623271094086,5.631622,
1623271094087,4.481333,
1623271094088,4.744941,
1623271094089,-1.533718,
1623271094090,0.263608,
1623271094091,1.677504,
1623271094092,-1.389932,
1623271094093,3.043472,
1623271094094,-0.431358,
1623271094095,-1.581647,
1623271094096,2.252649,
1623271094097,1.629576,
1623271094098,4.529262,
1623271094099,0.503251,
1623271094100,-1.054431,
1623271094101,0.167750,
1623271094102,-2.779865,
1623271094103,1.270110,
1623271094104,0.095857,
1623271094105,0.215679,
1623271094106,-16.703152,
1623271094107,10.927743,
1623271094108,-21.472057,
1623271094109,-2.923651,
1623271094110,1.270110,
1623271094111,1.557683,
1623271094112,4.984585,
1623271094113,-1.653540,
1623271094114,0.910645,
1623271094115,-1.198218,
1623271094116,9.226274,
1623271094117,6.566232,
1623271094118,-0.838752,
1623271094119,-1.389932,
1623271094120,-0.790824,
1623271094121,-0.071893,
1623271094122,-3.546724,
1623271094123,1.365968,
1623271094124,5.344050,
1623271094125,0.359465,
1623271094126,-0.814788,
1623271094127,-0.383430,
1623271094128,-7.596699,
1623271094129,-0.623073,
1623271094130,1.749398,
1623271094131,-3.091401,
1623271094132,1.150289,
1623271094133,-4.193761,
1623271094134,1.893184,
1623271094135,-1.102360,
1623271094136,2.324542,
1623271094137,-2.372471,
1623271094138,3.498795,
1623271094139,-16.511436,
1623271094140,4.673048,
1623271094141,5.967123,
1623271094142,-4.984585,
1623271094143,0.647037,
1623271094144,-1.413897,
1623271094145,-0.023964,
1623271094146,0.551180,
1623271094147,1.054431,
1623271094148,-4.744941,
1623271094149,0.023964,
1623271094150,31.105724,
1623271094151,-14.210859,
1623271094152,-5.032513,
1623271094153,-5.511800,
1623271094154,-2.204720,
1623271094155,-0.263608,
1623271094156,3.211223,
1623271094157,2.228684,
1623271094158,-0.311537,
1623271094159,-2.084898,
1623271094160,1.677504,
1623271094161,-0.359465,
1623271094162,0.790824,
1623271094163,3.378973,
1623271094164,-3.307080,
1623271094165,0.982538,
1623271094166,-3.522759,
1623271094167,3.235187,
1623271094168,-3.930153,
1623271094169,1.485790,
1623271094170,-0.143786,
1623271094171,-4.241690,
1623271094172,5.008549,
1623271094173,0.551180,
1623271094174,4.026011,
1623271094175,-5.152335,
1623271094176,-1.365968,
1623271094177,2.947615,
1623271094178,6.158838,
1623271094179,-2.923651,
1623271094180,4.792870,
1623271094181,-2.899686,
1623271094182,1.413897,
1623271094183,-11.095493,
1623271094184,-3.235187,
1623271094185,-6.638125,
1623271094186,-1.413897,
1623271094187,-11.287209,
1623271094188,-5.559729,
1623271094189,-2.995544,
1623271094190,-3.546724,
1623271094191,-2.827793,
1623271094192,-2.564185,
1623271094193,-1.174253,
1623271094194,1.749398,
1623271094195,0.551180,
1623271094196,0.143786,
1623271094197,-0.503251,
1623271094198,-2.156791,
1623271094199,2.108863,
1623271094200,2.779865,
1623271094201,-1.821290,
1623271094202,-1.342004,
1623271094203,-3.378973,
1623271094204,-1.198218,
1623271094205,-1.437861,
1623271094206,0.023964,
1623271094207,-1.701469,
1623271094208,2.252649,
1623271094209,0.407394,
1623271094210,5.943159,
1623271094211,-7.045519,
1623271094212,3.594652,
1623271094213,0.431358,
1623271094214,-2.684007,
1623271094215,20.489519,
1623271094216,-10.041062,
1623271094217,2.731936,
1623271094218,-2.348506,
1623271094219,2.132827,
1623271094220,0.000000,
1623271094221,3.187258,
1623271094222,-2.372471,
1623271094223,-0.982538,
1623271094224,-3.355009,
1623271094225,-2.252649,
1623271094226,-4.313583,
1623271094227,4.121868,
1623271094228,1.461825,
1623271094229,3.139330,
1623271094230,3.786367,
1623271094231,1.629576,
1623271094232,1.557683,
1623271094233,-6.302624,
1623271094234,0.095857,
1623271094235,1.270110,
1623271094236,-0.647037,
1623271094237,-3.762403,
1623271094238,-4.888727,
1623271094239,1.701469,
1623271094240,0.527216,
1623271094241,0.599109,
1623271094242,0.886681,
1623271094243,0.191715,
1623271094244,-2.468328,
1623271094245,-0.790824,
1623271094246,-0.023964,
1623271094247,-2.036970,
1623271094248,-0.431358,
1623271094249,-0.742895,
1623271094250,11.910281,
1623271094251,3.474831,
1623271094252,-7.932199,
1623271094253,8.842845,
1623271094254,5.895230,
1623271094255,-1.821290,
1623271094256,-0.742895,
1623271094257,5.727479,
1623271094258,-4.673048,
1623271094259,5.391979,
1623271094260,-4.816834,
1623271094261,0.623073,
1623271094262,-3.211223,
1623271094263,6.901732,
1623271094264,2.803829,
1623271094265,0.407394,
1623271094266,-1.174253,
1623271094267,-1.270110,
1623271094268,-3.187258,
1623271094269,1.437861,
1623271094270,-16.367651,
1623271094271,-1.581647,
1623271094272,2.228684,
1623271094273,2.013005,
1623271094274,1.222182,
1623271094275,0.742895,
1623271094276,-1.365968,
1623271094277,-2.755900,
1623271094278,-2.204720,
1623271094279,0.982538,
1623271094280,-0.503251,
1623271094281,0.311537,
1623271094282,-20.249874,
1623271094283,6.398481,
1623271094284,-2.132827,
1623271094285,-2.084898,
1623271094286,-4.097904,
1623271094287,1.174253,
1623271094288,0.599109,
1623271094289,-5.439907,
1623271094290,-0.311537,
1623271094291,2.875722,
