Timestamp,Value,
1623329773000,-3.211223,
1623329773001,19.411123,
1623329773002,-3.211223,
1623329773003,5.679551,
1623329773004,-1.605611,
1623329773005,1.078396,
1623329773006,-4.673048,
1623329773007,-0.167750,
1623329773008,2.156791,
1623329773009,0.359465,
1623329773010,-0.455323,
1623329773011,-17.230368,
1623329773012,-21.663773,
1623329773013,8.986631,
1623329773014,2.923651,
1623329773015,-2.348506,
1623329773016,-0.191715,
1623329773017,-1.677504,
1623329773018,-2.228684,
1623329773019,1.653540,
1623329773020,2.060934,
1623329773021,-3.163294,
1623329773022,5.080442,
1623329773023,-3.954118,
1623329773024,-3.666545,
1623329773025,3.187258,
1623329773026,0.838752,
1623329773027,1.557683,
1623329773028,-0.239643,
1623329773029,1.365968,
1623329773030,7.213269,
1623329773031,-0.095857,
1623329773032,3.522759,
1623329773033,-1.797326,
1623329773034,-7.309126,
1623329773035,3.331044,
1623329773036,-2.731936,
1623329773037,1.270110,
1623329773038,2.923651,
1623329773039,2.684007,
1623329773040,-3.450866,
1623329773041,-2.108863,
1623329773042,-1.653540,
1623329773043,0.982538,
1623329773044,-0.479287,
1623329773045,7.572734,
1623329773046,20.058161,
1623329773047,-7.117412,
1623329773048,-1.701469,
1623329773049,-0.766859,
1623329773050,-4.265654,
1623329773051,2.228684,
1623329773052,3.762403,
1623329773053,-2.755900,
1623329773054,-5.583694,
1623329773055,-2.995544,
1623329773056,0.071893,
1623329773057,1.198218,
1623329773058,0.838752,
1623329773059,-4.649084,
1623329773060,1.845255,
1623329773061,1.845255,
1623329773062,-0.191715,
1623329773063,1.773362,
1623329773064,-3.570688,
1623329773065,0.742895,
1623329773066,1.365968,
1623329773067,-1.006503,
1623329773068,0.814788,
1623329773069,-1.102360,
1623329773070,1.533718,
1623329773071,-4.720977,
1623329773072,11.694602,
1623329773073,1.294075,
1623329773074,12.341640,
1623329773075,-6.614161,
1623329773076,-0.335501,
1623329773077,-0.862717,
1623329773078,-3.355009,
1623329773079,3.522759,
1623329773080,-1.677504,
1623329773081,-1.533718,
1623329773082,-1.078396,
1623329773083,-4.361512,
1623329773084,-1.821290,
1623329773085,-4.960620,
1623329773086,2.348506,
1623329773087,10.424492,
1623329773088,8.483379,
1623329773089,4.313583,
1623329773090,3.474831,
1623329773091,-0.503251,
1623329773092,1.893184,
1623329773093,-1.174253,
1623329773094,1.054431,
1623329773095,1.054431,
1623329773096,0.167750,
1623329773097,12.101996,
1623329773098,-12.173889,
1623329773099,7.452913,
1623329773100,-3.115366,
1623329773101,1.533718,
1623329773102,0.838752,
1623329773103,1.174253,
1623329773104,-1.509754,
1623329773105,-0.143786,
1623329773106,-2.588150,
1623329773107,2.180756,
1623329773108,0.766859,
1623329773109,0.694966,
1623329773110,-14.282752,
1623329773111,17.398117,
1623329773112,7.357055,
1623329773113,1.557683,
1623329773114,-7.596699,
1623329773115,7.716520,
1623329773116,-7.980128,
1623329773117,5.463871,
1623329773118,-5.176300,
1623329773119,-3.498795,
1623329773120,2.372471,
1623329773121,1.246146,
1623329773122,-4.649084,
1623329773123,2.036970,
1623329773124,-0.311537,
1623329773125,-1.150289,
1623329773126,1.222182,
1623329773127,-2.444364,
1623329773128,-5.487836,
1623329773129,0.790824,
1623329773130,-1.509754,
1623329773131,1.485790,
1623329773132,-10.352599,
1623329773133,-7.069483,
1623329773134,5.080442,
1623329773135,3.498795,
1623329773136,5.823337,
1623329773137,-1.030467,
1623329773138,2.779865,
1623329773139,-1.054431,
1623329773140,-0.527216,
1623329773141,-1.605611,
1623329773142,-3.570688,
1623329773143,-12.149925,
1623329773144,5.679551,
1623329773145,4.026011,
1623329773146,2.707972,
1623329773147,-1.030467,
1623329773148,-6.182802,
1623329773149,3.858260,
1623329773150,-0.671002,
1623329773151,-2.396435,
1623329773152,-1.174253,
1623329773153,2.564185,
1623329773154,0.023964,
1623329773155,-6.686053,
1623329773156,6.302624,
1623329773157,-2.803829,
1623329773158,-3.906189,
