Timestamp,Value,
1622847753000,-20.393661,
1622847753001,11.886317,
1622847753002,-9.897276,
1622847753003,1.389932,
1622847753004,6.925697,
1622847753005,-8.195807,
1622847753006,12.221818,
1622847753007,4.337547,
1622847753008,2.612114,
1622847753009,3.355009,
1622847753010,-3.019508,
1622847753011,2.755900,
1622847753012,-1.605611,
1622847753013,6.590196,
1622847753014,2.755900,
1622847753015,2.516257,
1622847753016,-1.797326,
1622847753017,1.437861,
1622847753018,2.132827,
1622847753019,0.742895,
1622847753020,-0.742895,
1622847753021,-0.814788,
1622847753022,1.701469,
1622847753023,4.649084,
1622847753024,2.612114,
1622847753025,6.614161,
1622847753026,-2.156791,
1622847753027,0.982538,
1622847753028,-5.296121,
1622847753029,3.378973,
1622847753030,-2.204720,
1622847753031,1.749398,
1622847753032,18.236870,
1622847753033,10.496385,
1622847753034,-2.899686,
1622847753035,12.964713,
1622847753036,3.115366,
1622847753037,-15.241326,
1622847753038,4.002046,
1622847753039,4.744941,
1622847753040,-4.625119,
1622847753041,-2.684007,
1622847753042,-0.455323,
1622847753043,-4.169797,
1622847753044,-1.701469,
1622847753045,-3.378973,
1622847753046,-4.888727,
1622847753047,-0.527216,
1622847753048,2.731936,
1622847753049,-2.923651,
1622847753050,1.749398,
1622847753051,1.461825,
1622847753052,-1.150289,
1622847753053,0.143786,
1622847753054,26.744213,
1622847753055,6.614161,
1622847753056,5.703515,
1622847753057,3.426902,
1622847753058,-1.389932,
1622847753059,-1.581647,
1622847753060,-1.437861,
1622847753061,3.618617,
1622847753062,2.731936,
1622847753063,0.455323,
1622847753064,1.677504,
1622847753065,0.383430,
1622847753066,21.112591,
1622847753067,-6.853804,
1622847753068,4.840798,
1622847753069,-2.276613,
1622847753070,-8.459415,
1622847753071,-1.198218,
1622847753072,-0.071893,
1622847753073,0.095857,
1622847753074,1.869219,
1622847753075,1.509754,
1622847753076,-3.139330,
1622847753077,-0.862717,
1622847753078,-1.126324,
1622847753079,2.420399,
1622847753080,1.989041,
1622847753081,-2.132827,
1622847753082,2.923651,
1622847753083,-0.263608,
1622847753084,-2.492292,
1622847753085,0.623073,
1622847753086,-3.355009,
1622847753087,-2.540221,
1622847753088,0.239643,
1622847753089,0.167750,
1622847753090,-13.204356,
1622847753091,-1.437861,
1622847753092,-3.211223,
1622847753093,0.335501,
1622847753094,0.407394,
1622847753095,2.779865,
1622847753096,0.551180,
1622847753097,-1.246146,
1622847753098,-9.609704,
1622847753099,-20.729162,
1622847753100,-4.026011,
1622847753101,-0.766859,
1622847753102,2.468328,
1622847753103,-0.263608,
1622847753104,-2.156791,
1622847753105,-0.119822,
1622847753106,-1.246146,
1622847753107,0.407394,
1622847753108,-0.742895,
1622847753109,6.110909,
1622847753110,1.725433,
1622847753111,-4.073939,
1622847753112,1.318039,
1622847753113,0.599109,
1622847753114,3.690510,
1622847753115,-4.864763,
1622847753116,2.588150,
1622847753117,0.934610,
1622847753118,-0.119822,
1622847753119,-3.043472,
1622847753120,-10.640171,
1622847753121,1.941112,
1622847753122,-0.239643,
1622847753123,-4.026011,
1622847753124,3.067437,
1622847753125,-2.923651,
1622847753126,-4.529262,
1622847753127,-1.318039,
1622847753128,1.941112,
1622847753129,0.167750,
1622847753130,0.239643,
1622847753131,0.311537,
1622847753132,-0.143786,
1622847753133,-19.195444,
1622847753134,29.715794,
1622847753135,-7.524806,
1622847753136,2.731936,
1622847753137,-0.479287,
1622847753138,-2.947615,
1622847753139,-1.533718,
1622847753140,4.385476,
1622847753141,1.102360,
1622847753142,1.102360,
1622847753143,-0.383430,
1622847753144,4.409440,
1622847753145,-6.015052,
1622847753146,5.152335,
1622847753147,-2.324542,
1622847753148,2.803829,
1622847753149,-1.222182,
1622847753150,-0.958574,
1622847753151,1.246146,
1622847753152,-5.008549,
1622847753153,7.908235,
1622847753154,-8.267700,
1622847753155,-3.331044,
1622847753156,2.132827,
1622847753157,-3.762403,
1622847753158,-1.174253,
1622847753159,-3.690510,
1622847753160,-0.527216,
1622847753161,0.934610,
1622847753162,-0.671002,
1622847753163,5.248192,
1622847753164,0.119822,
1622847753165,0.287572,
1622847753166,-13.827430,
1622847753167,1.917148,
1622847753168,1.054431,
1622847753169,-1.413897,
1622847753170,1.198218,
1622847753171,4.385476,
1622847753172,-0.862717,
1622847753173,0.838752,
1622847753174,2.468328,
1622847753175,-0.119822,
1622847753176,-2.420399,
1622847753177,0.071893,
1622847753178,-0.407394,
1622847753179,-2.684007,
1622847753180,4.313583,
1622847753181,1.222182,
1622847753182,-2.851758,
1622847753183,0.119822,
1622847753184,0.191715,
1622847753185,-2.779865,
1622847753186,1.605611,
1622847753187,6.206767,
1622847753188,-2.348506,
1622847753189,-0.311537,
